# Provided by Libamtrack ,,,,
# Generated: 15/3/2022 @ 13:0:7,,,,
# Stopping power,,,,
E_MeV_u_x,proton_LET_keV_um,carbon_LET_keV_um,neon_LET_keV_um,iron_LET_keV_um
240.0054403,0.000425405,0.015314571,0.042540467,0.287471609
244.1371395,0.000421064,0.015158294,0.042106367,0.284543239
248.3399659,0.000416799,0.015004775,0.041679926,0.281666264
252.6151442,0.00041261,0.014853966,0.04126101,0.278839815
256.9639197,0.000408494,0.014705791,0.040849416,0.276062524
261.3875595,0.000404449,0.014560156,0.040444873,0.27333259
265.8873523,0.000400471,0.014416938,0.040047047,0.270647767
270.4646092,0.000396555,0.014275992,0.03965553,0.268005324
275.1206637,0.000392699,0.014137148,0.039269852,0.265402096
279.8568722,0.000388898,0.014000327,0.038889794,0.26283662
284.6746147,0.000385154,0.013865559,0.038515439,0.260309465
289.5752947,0.000381469,0.013732871,0.038146862,0.257821163
294.5603401,0.000377841,0.013602283,0.037784119,0.255372092
299.6312031,0.000374272,0.013473806,0.037427238,0.252962461
304.7893612,0.000370763,0.013347452,0.037076253,0.250592516
310.036317,0.000367312,0.013223239,0.036731218,0.248262624
315.3735994,0.000363922,0.013101179,0.036392164,0.245973004
320.8027631,0.000360591,0.012981274,0.036059093,0.243723688
326.3253901,0.00035732,0.012863513,0.035731979,0.2415145
331.9430892,0.000354108,0.012747874,0.03541076,0.239345039
337.6574971,0.000350953,0.012634323,0.035095341,0.237214658
343.4702787,0.000347856,0.01252281,0.034785583,0.235122435
349.3831274,0.000344813,0.012413271,0.034481307,0.233067166
355.397766,0.000341824,0.012305656,0.034182376,0.231047929
361.5159467,0.000338887,0.012199948,0.033888744,0.229064415
367.7394521,0.000336003,0.012096123,0.033600342,0.22711617
374.0700952,0.000333171,0.011994144,0.033317068,0.225202507
380.5097205,0.000330388,0.011893962,0.033038782,0.223322489
387.0602041,0.000327653,0.01179551,0.032765304,0.221474903
393.7234544,0.000324964,0.011698708,0.03249641,0.219658234
400.5014127,0.000322318,0.011603462,0.032231838,0.217870717
407.3960537,0.000319715,0.011509739,0.031971497,0.216111744
414.4093862,0.000317155,0.01141757,0.031715473,0.214381893
421.5434533,0.000314638,0.011326984,0.031463845,0.212681708
428.8003335,0.000312167,0.011238004,0.031216678,0.211011634
436.1821411,0.00030974,0.011150648,0.030974022,0.20937201
443.6910267,0.000307359,0.011064928,0.03073591,0.207763054
451.3291779,0.000305024,0.010980847,0.030502353,0.20618485
459.0988201,0.000302733,0.010898398,0.030273328,0.204637242
467.0022169,0.000300488,0.01081756,0.030048777,0.203119843
475.0416708,0.000298286,0.010738301,0.029828613,0.20163207
483.2195241,0.000296127,0.010660579,0.029612719,0.200173131
491.5381593,0.000294009,0.01058434,0.029400944,0.198742002
500,0.000291931,0.010509518,0.029193104,0.197337454
